"Tanggal","Close"
2025-10-20,7875
2025-10-21,8475
2025-10-22,8200
2025-10-23,8325
2025-10-24,8275
2025-10-27,8350
2025-10-28,8275
2025-10-29,8600
2025-10-30,8525
2025-10-31,8525
2025-11-03,8650
2025-11-04,8650
2025-11-05,8700
2025-11-06,8550
2025-11-07,8675
2025-11-10,8575
2025-11-11,8400
2025-11-12,8500
2025-11-13,8375
2025-11-14,8425
2025-11-17,8575
2025-11-18,8400
2025-11-19,8475
2025-11-20,8425
2025-11-21,8400
2025-11-24,8475
2025-11-25,8500
2025-11-26,8425
2025-11-27,8325
2025-11-28,8275
2025-12-01,8400
2025-12-02,8375
2025-12-03,8300
2025-12-04,8225
2025-12-05,8300
2025-12-08,8300
2025-12-09,8100
2025-12-10,8075
2025-12-11,8000
2025-12-12,8000
2025-12-15,8300
2025-12-16,8075
2025-12-17,8025
2025-12-18,8175
2025-12-19,8050
2025-12-22,8175
2025-12-23,8025
2025-12-24,8025
2025-12-29,8025
2025-12-30,8075
2026-01-02,8025
2026-01-05,8075
2026-01-06,8175
2026-01-07,8150
2026-01-08,8050
2026-01-09,8125
2026-01-12,8025
2026-01-13,8075
2026-01-14,8000
2026-01-15,8075
2026-01-19,8125
2026-01-20,8000
2026-01-21,7700
2026-01-22,7650
2026-01-23,7650
2026-01-26,7650
2026-01-27,7500
2026-01-28,7025
2026-01-29,7200
2026-01-30,7400
2026-02-02,7600
2026-02-03,7650
2026-02-04,7800
2026-02-05,7800
2026-02-06,7675
2026-02-09,7500
2026-02-10,7475
2026-02-11,7450
2026-02-12,7325
2026-02-13,7200
2026-02-18,7275
2026-02-19,7175
2026-02-20,7225
2026-02-23,7300
2026-02-24,7225
2026-02-25,7325
2026-02-26,7300
2026-02-27,7175
2026-03-02,7025
2026-03-03,7075
2026-03-04,6875
2026-03-05,7100
2026-03-06,7000
2026-03-09,6875
2026-03-10,6975
2026-03-11,6825
2026-03-12,6900
2026-03-13,6875
2026-03-16,6750
2026-03-17,6775
2026-03-25,6900
2026-03-26,6875
2026-03-27,6700
2026-03-30,6450
2026-03-31,6450
2026-04-01,6500
2026-04-02,6575
2026-04-06,6500
2026-04-07,6500
2026-04-08,6750
2026-04-09,6475
2026-04-10,6700
2026-04-13,6575
2026-04-14,6750
2026-04-15,6550
2026-04-16,6525
2026-04-17,6425
2026-04-20,6475
2026-04-21,6500
2026-04-22,6450
2026-04-23,6425
2026-04-24,6050
2026-04-27,5975
2026-04-28,6000
2026-04-29,5975
2026-04-30,5850
2026-05-01,NA
2026-05-04,5900
2026-05-05,5950
2026-05-06,5950
2026-05-07,6225
2026-05-08,6175
2026-05-11,6150
2026-05-12,6125
2026-05-13,6100
2026-05-14,6100
2026-05-15,6100
2026-05-18,6125
2026-05-19,5950
2026-05-20,5975
2026-05-21,5950
2026-05-22,5900
2026-05-25,6100
2026-05-26,5975
2026-05-27,5975
2026-05-28,5975
2026-05-29,5700
2026-06-01,NA
2026-06-02,5825
2026-06-03,5525
2026-06-04,5425
2026-06-05,5075
2026-06-08,4850
2026-06-09,5150
2026-06-10,5650
2026-06-11,5825
2026-06-12,5925
2026-06-15,6275
2026-06-16,NA
2026-06-17,6275
2026-06-18,6075
2026-06-19,6300
2026-06-22,6225
2026-06-23,6125
2026-06-24,5925
2026-06-25,6025
2026-06-26,6175
2026-06-29,5925
2026-06-30,5550
2026-07-01,5600
2026-07-02,5800
2026-07-03,6050
2026-07-06,6125
2026-07-07,6300
2026-07-08,6175
2026-07-09,6200
2026-07-10,6175
2026-07-13,6225
2026-07-14,6125
2026-07-15,6125
2026-07-16,6225
2026-07-17,6475
2026-07-20,6475
2026-07-21,6525
2026-07-22,6500
2026-07-23,6275
2026-07-24,6275
2026-07-27,6300
2026-07-28,6225
2026-07-29,6275
2026-07-30,6450
2026-07-31,6325
2026-08-03,6300
2026-08-04,6500
2026-08-05,6450
2026-08-06,6350
2026-08-07,6375
2026-08-10,6375
2026-08-11,6300
2026-08-12,6350
2026-08-13,6375
2026-08-14,6350
2026-08-17,NA
2026-08-18,6300
2026-08-19,6300
2026-08-20,6400
2026-08-21,6450
